record_time_ms,experiment_label,run_number,test_step,location,pattern,expected_tag_count,session_id,configured_scan_time_sec,row_type,actual_scan_time_ms,first_read_time_all_ms,first_valid_read_time_ms,total_unique_tags,valid_tag_count,recognition_rate_pct,ghost_read_count,raw_tag_id,server_tag_id,tag_read_count,tag_first_read_time_ms,passed_minimum_rule,server_send_state,memo
45889,default,1,phase1,unknown,unknown,0,1,10,SUMMARY,10050,1843,1843,3,3,0.00,0,,49543030|AA000009|AA000020,,,Y,DISABLED,
45889,default,1,phase1,unknown,unknown,0,1,10,TAG,10050,1843,1843,3,3,0.00,0,U3400495430303030330000000000D29E,49543030,11,1843,Y,DISABLED,
45889,default,1,phase1,unknown,unknown,0,1,10,TAG,10050,1843,1843,3,3,0.00,0,U3400AA00000900000217C816B995B374,AA000009,5,2040,Y,DISABLED,
45889,default,1,phase1,unknown,unknown,0,1,10,TAG,10050,1843,1843,3,3,0.00,0,U3400AA00002000000217C816D39532B5,AA000020,6,2259,Y,DISABLED,
74592,default,1,phase1,unknown,unknown,0,2,10,SUMMARY,10092,338,338,4,2,0.00,0,,49543030|AA000020,,,Y,DISABLED,
74592,default,1,phase1,unknown,unknown,0,2,10,TAG,10092,338,338,4,2,0.00,0,U3400495430303030330000000000D29E,49543030,8,338,Y,DISABLED,
74592,default,1,phase1,unknown,unknown,0,2,10,TAG,10092,338,338,4,2,0.00,0,U3400AA00000900000217C816B995B374,,3,2075,N,NO,
74592,default,1,phase1,unknown,unknown,0,2,10,TAG,10092,338,338,4,2,0.00,0,U3400AA00002000000217C816D39532B5,AA000020,7,639,Y,DISABLED,
74592,default,1,phase1,unknown,unknown,0,2,10,TAG,10092,338,338,4,2,0.00,0,U3400BB00000200000217C8174535579C,,1,2044,N,NO,
207796,default,1,phase1,unknown,unknown,0,3,10,SUMMARY,10096,1242,1242,3,3,0.00,0,,49543030|AA000009|AA000020,,,Y,DISABLED,
207796,default,1,phase1,unknown,unknown,0,3,10,TAG,10096,1242,1242,3,3,0.00,0,U3400495430303030330000000000D29E,49543030,9,2259,Y,DISABLED,
207796,default,1,phase1,unknown,unknown,0,3,10,TAG,10096,1242,1242,3,3,0.00,0,U3400AA00000900000217C816B995B374,AA000009,9,1242,Y,DISABLED,
207796,default,1,phase1,unknown,unknown,0,3,10,TAG,10096,1242,1242,3,3,0.00,0,U3400AA00002000000217C816D39532B5,AA000020,6,2257,Y,DISABLED,
245899,default,1,phase1,unknown,unknown,0,4,10,SUMMARY,10049,740,740,3,2,0.00,0,,49543030|AA000020,,,Y,DISABLED,
245899,default,1,phase1,unknown,unknown,0,4,10,TAG,10049,740,740,3,2,0.00,0,U3400495430303030330000000000D29E,49543030,8,2359,Y,DISABLED,
245899,default,1,phase1,unknown,unknown,0,4,10,TAG,10049,740,740,3,2,0.00,0,U3400AA00000900000217C816B995B374,,4,2355,N,NO,
245899,default,1,phase1,unknown,unknown,0,4,10,TAG,10049,740,740,3,2,0.00,0,U3400AA00002000000217C816D39532B5,AA000020,8,740,Y,DISABLED,
266602,default,1,phase1,unknown,unknown,0,5,10,SUMMARY,10031,1439,1439,3,3,0.00,0,,49543030|AA000009|AA000020,,,Y,DISABLED,
266602,default,1,phase1,unknown,unknown,0,5,10,TAG,10031,1439,1439,3,3,0.00,0,U3400495430303030330000000000D29E,49543030,9,2457,Y,DISABLED,
266602,default,1,phase1,unknown,unknown,0,5,10,TAG,10031,1439,1439,3,3,0.00,0,U3400AA00000900000217C816B995B374,AA000009,6,2459,Y,DISABLED,
266602,default,1,phase1,unknown,unknown,0,5,10,TAG,10031,1439,1439,3,3,0.00,0,U3400AA00002000000217C816D39532B5,AA000020,7,1439,Y,DISABLED,
